ticker,feature,n_obs,best_lag,min_pvalue,best_weekly_lag,min_weekly_pvalue,p_lag_1,p_lag_2,p_lag_3,p_lag_4,p_lag_5,p_lag_6,p_lag_7,p_lag_8,p_lag_9,p_lag_10,p_lag_11,p_lag_12,p_lag_13,p_lag_14,p_lag_15,p_lag_16,p_lag_17,p_lag_18,p_lag_19,p_lag_20,p_lag_21,p_lag_22,p_lag_23,p_lag_24,p_lag_25,p_lag_26,p_lag_27,p_lag_28,p_lag_29,p_lag_30,p_lag_31,p_lag_32,p_lag_33,p_lag_34,p_lag_35,p_lag_36,p_lag_37,p_lag_38,p_lag_39,p_lag_40,fdr_pvalue,weekly_fdr_pvalue
XBI,daily_pubs_zscore_30d,1506,1,0.06937358337925524,5,0.08133308823073082,0.06937358337925524,0.12081379408594525,0.0724120411771741,0.13584211140371705,0.08133308823073082,0.07080531455619599,0.11762427609048814,0.17264250352199867,0.21806084377854365,0.2656643462004907,0.32830887590854746,0.37632858227933036,0.45772746687340427,0.48579172381407654,0.5267696338142049,0.5766104082290957,0.6072029163518121,0.41928443106132374,0.4930574092135278,0.4097276736611385,0.34836671242124423,0.38817466048859034,0.38476053115909165,0.42765136241772983,0.36870476743040864,0.32105624672496824,0.36956212444775777,0.44797233774779593,0.4781526078306868,0.5157789621688795,0.3687585440057312,0.17461210212842643,0.2095298625664882,0.17578210130423735,0.20951499996645245,0.23640984907817297,0.2551907589802088,0.29324751788629777,0.2627780850790116,0.25787414478430615,0.1812721218075773,0.2667725293967971
IBB,keyword_entropy_7d_avg,1506,2,0.025992632274725563,25,0.08951248792909934,0.9360043064218879,0.025992632274725563,0.03557114316199304,0.072684305556765,0.08984121875968909,0.18664486162969038,0.2569685776927217,0.3480989457790868,0.36540952797629495,0.2563278119724476,0.20474850089150973,0.2105219450231752,0.22525999384636514,0.2809398596140561,0.3612892969059012,0.4315722416838851,0.30323546999228623,0.30904756258356075,0.3891153421883169,0.4587878987147014,0.36116087077458725,0.12843690816172787,0.08663475061217792,0.0863381281425755,0.08951248792909934,0.10041166627969968,0.12145328300643642,0.1362216153099793,0.17194192483136436,0.19082070194459838,0.16484099698663293,0.16693728212645295,0.13298143690470693,0.16133335951325387,0.12070540953219415,0.13117141682620115,0.13152841741927487,0.15471364063317652,0.16464473803249427,0.20338194951978833,0.10656979232637481,0.2823086157763902
XBI,keyword_entropy_7d_avg,1506,37,0.08160090821602835,35,0.0991061083686454,0.762244745953578,0.09626474720219051,0.08948566683184506,0.17142634746236307,0.22386400801715975,0.3706496761771393,0.48847531660869725,0.5738850664550623,0.6345132823516979,0.3835172585854112,0.278887229853156,0.287875671636561,0.3374720261128439,0.4182839705751745,0.4996584065494094,0.5645979911847789,0.2910268739890413,0.30495381653455933,0.3712868701038675,0.4302454429990889,0.4287896229755365,0.23385115567299347,0.13354760465584156,0.08471264411067148,0.10001379249749903,0.12921662320441574,0.14741888430079567,0.15813641021408373,0.19980934360190106,0.23260363367538547,0.13978424316824722,0.13169612320303137,0.11599312359978138,0.12480424039568043,0.0991061083686454,0.0880984233082411,0.08160090821602835,0.0961157672566896,0.10169669746623008,0.12904712121735848,0.1812721218075773,0.28817656573876926
IBB,funder_count_30d_avg,1506,36,0.07238130317435097,40,0.10066827508650456,0.3885766313211466,0.3236634417942138,0.36492533615502826,0.4336770118410638,0.4543378573612835,0.5644575070631823,0.588919411038463,0.6139138052659214,0.6531942593400748,0.7380090142271007,0.7875629363866696,0.7268574491795782,0.5871601643819315,0.6829287292366989,0.69226514382754,0.459482751343383,0.43412651734623126,0.5812913361610237,0.6404825075894509,0.5867353562025694,0.4475287328269937,0.6331698788254834,0.6616224167805138,0.34734394065131013,0.23034033037114338,0.22845283346032377,0.09012602169296227,0.11056177591913906,0.10782766655667929,0.10643970344454035,0.13420313311141102,0.16078441630287363,0.1641243676284314,0.1519661992449986,0.22044576752524342,0.07238130317435097,0.1852416008815708,0.14753771392608808,0.1543413136030835,0.10066827508650456,0.1812721218075773,0.28817656573876926
IBB,daily_pubs_growth_14d,1506,1,0.08696165592059385,20,0.11088880012660446,0.08696165592059385,0.2008544681553503,0.17213968455584144,0.2955248379879348,0.3982398945992827,0.39954589309047883,0.44535442259148306,0.5472271515287084,0.5496939957955997,0.4853083573718959,0.3731673692307836,0.4139979079508965,0.4130329443995786,0.4130290564218418,0.3714223374987653,0.36587300842776754,0.38694751066719896,0.34431264934953953,0.2802255526250027,0.11088880012660446,0.14409024977941318,0.1344657405516555,0.19760712434649008,0.23795039618326622,0.2696874642490278,0.29953669143701667,0.3493321847130431,0.3926466808303819,0.4354152561180431,0.47867687535154824,0.48106024787229584,0.3833301742209877,0.42782565257343386,0.3284930894977597,0.36892744532580496,0.3487179922153939,0.39306778065181985,0.4171206971753622,0.2892358031905792,0.3073052516538679,0.1812721218075773,0.28817656573876926
IBB,award_count_30d_avg,1506,36,0.0779379810430411,30,0.11131577140166181,0.4937104188000955,0.3039660028515046,0.36187029541411786,0.4297134036766884,0.5276398161096074,0.6249983451477696,0.6304422469279434,0.6066879766329706,0.6557658968103529,0.7415985007362178,0.7820177463289901,0.7895219090923029,0.6410475993935492,0.7012778908396573,0.7492991100465454,0.4175544408539703,0.419659399071663,0.5652227821552928,0.6343046956217349,0.622744147170877,0.4528925623772503,0.6193484243232901,0.654328645261554,0.32944164638735346,0.2208451239678006,0.20227689669267013,0.08376845964966254,0.10918375730152502,0.10341253389350288,0.11131577140166181,0.14055395274048726,0.17679098194130213,0.1740789911792575,0.1689494852626645,0.24965799213051795,0.0779379810430411,0.18786346652086275,0.15597572590376005,0.16846675597108957,0.11564151083250845,0.1812721218075773,0.28817656573876926
XBI,core_count_30d_avg,1506,27,0.07786426428276805,30,0.1166307694155867,0.6486015491566904,0.1178255218462696,0.2580906608298711,0.3571896972222666,0.30414360597403167,0.4208329185352066,0.5895570345038408,0.7090432561196862,0.7242006460751829,0.7604770642769206,0.8330465861999307,0.6696657121152901,0.39155937386731016,0.564615143853735,0.5568707204718284,0.34245738089391503,0.3483697629576555,0.45741634747875237,0.5374414033206167,0.4409495158018294,0.17210811532578385,0.2721641551497272,0.2940770284787219,0.1522807822879545,0.1450315666256335,0.1484929603564061,0.07786426428276805,0.08557315648621053,0.10765019849819855,0.1166307694155867,0.13552323236402936,0.15839018208744357,0.17203763683328005,0.133767390392035,0.20983245440943307,0.14012292267474596,0.24852200741334424,0.21702430815932763,0.17566596015955765,0.13791809210755498,0.1812721218075773,0.28817656573876926
IBB,funder_count_7d_avg,1506,4,0.11858954437023632,5,0.11939118190372022,0.7722863007637786,0.12313278684909246,0.21220128111760106,0.11858954437023632,0.11939118190372022,0.18361113345703775,0.28519302612401226,0.35361853985174874,0.4403003755246877,0.2706570788651084,0.20758171440575623,0.2492619326514014,0.2535387933315534,0.26953423980768737,0.35105568256990005,0.3586255357105083,0.42599720880422504,0.48789920620614613,0.3959551545917543,0.4282544222577647,0.47997257351638756,0.5939619859247863,0.7128527409743342,0.775656959605634,0.745846642665601,0.7649001532459682,0.8026619481460869,0.8598757057230535,0.8901430371307667,0.8226960462772577,0.8235859823139442,0.8270566188395755,0.8585431538158123,0.9015889250563848,0.8674557095255415,0.8861594033249897,0.9233195237744165,0.9317526245863282,0.8870260237737223,0.8978278807967254,0.21690959616994174,0.28817656573876926
IBB,subfield_entropy,1506,7,0.040978266826927456,35,0.11996535935671274,0.09698842416731351,0.2500110811315393,0.10501858008937795,0.10892293330058474,0.12960034623176017,0.07813297545845696,0.040978266826927456,0.06431578379736963,0.06464409453323876,0.12834557811364666,0.15591704859199826,0.12097389066266284,0.16001504013886364,0.15835258998054738,0.22950107560667987,0.2694685580661421,0.31689322346153953,0.3728148123110206,0.4193828862063319,0.3985347733206466,0.3523929445851387,0.39862611062897524,0.34316290727780246,0.1552632827891961,0.15746324661535685,0.19344620156415807,0.20986514257476468,0.25755918931700217,0.3081351345249209,0.23084762660578811,0.26035399049373104,0.287730736403697,0.19681192473146147,0.13515909317664995,0.11996535935671274,0.12190526849544084,0.17856767769193396,0.20630037287380254,0.17299565093231883,0.18848237639280094,0.1293883602986228,0.28817656573876926
XBI,daily_pubs_growth_14d,1506,1,0.08094695814310696,20,0.12364028499115244,0.08094695814310696,0.19702616692370362,0.10941911255750564,0.1814177681726165,0.18122016523983842,0.2596964649111889,0.34184392653504037,0.4442206078248704,0.5336400220735491,0.5043785428311095,0.3377458159812913,0.40552706957943524,0.4899379427486471,0.5328375306921653,0.5023930741188598,0.5719422245905259,0.5925334764169061,0.4786821733123763,0.3445490018060798,0.12364028499115244,0.1301391651925864,0.12911374228973913,0.16395753553793832,0.20268091720456646,0.20769249240854992,0.17528572862935465,0.20640672206357508,0.22470803101102516,0.27794294317745477,0.3106802238497656,0.3016491062179869,0.25936372510327355,0.2978091936434608,0.223764516271414,0.2588450820004149,0.21808138097182755,0.2504265875972749,0.28815163246856956,0.2673064801578155,0.2900497314020478,0.1812721218075773,0.28817656573876926
